,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
243,Radek Bejbl,Defensive Midfield,27,Atlético Madrid,LaLiga2,Lens,Ligue 1,1,0.9,1.8,2
244,Robin Nelisse,Centre-Forward,22,Feyenoord,Eredivisie,AZ Alkmaar,Eredivisie,1,0.9,1.8,1
245,Yago Yao,Centre-Back,21,Sporting Gijón,LaLiga2,Celta de Vigo,LaLiga,1,0.9,1.8,3
246,Zinédine Zidane,Attacking Midfield,29,Juventus,Serie A,Real Madrid,LaLiga,2,38.75,77.5,2
247,Gianluigi Buffon,Goalkeeper,23,Parma,Serie A,Juventus,Serie A,2,26.44,52.88,4
248,Gaizka Mendieta,Right Midfield,27,Valencia CF,LaLiga,Lazio,Serie A,2,24.0,48.0,2
249,Juan Sebastián Verón,Central Midfield,26,Lazio,Serie A,Man Utd,Premier League,2,21.3,42.6,2
250,Rui Costa,Attacking Midfield,29,Fiorentina,Serie A,AC Milan,Serie A,2,21.0,42.0,2
251,Lilian Thuram,Centre-Back,29,Parma,Serie A,Juventus,Serie A,2,20.75,41.5,3
252,Pavel Nedved,Left Midfield,28,Lazio,Serie A,Juventus,Serie A,2,19.35,38.7,2
253,Filippo Inzaghi,Centre-Forward,27,Juventus,Serie A,AC Milan,Serie A,2,18.5,37.0,1
254,Javier Saviola,Second Striker,19,River Plate, Argentina,FC Barcelona,LaLiga,2,17.95,35.9,1
255,Ruud van Nistelrooy,Centre-Forward,25,PSV Eindhoven,Eredivisie,Man Utd,Premier League,2,14.25,28.5,1
256,Antonio Cassano,Second Striker,18,Bari,Serie B,AS Roma,Serie A,2,14.25,28.5,1
257,Hidetoshi Nakata,Attacking Midfield,24,AS Roma,Serie A,Parma,Serie A,2,14.2,28.4,2
258,Francesco Toldo,Goalkeeper,29,Fiorentina,Serie A,Inter,Serie A,2,13.25,26.5,4
259,Jaap Stam,Centre-Back,29,Man Utd,Premier League,Lazio,Serie A,2,12.875,25.75,3
260,Márcio Amoroso,Centre-Forward,27,Parma,Serie A,Bor. Dortmund,1.Bundesliga,2,12.75,25.5,1
261,Stefano Fiore,Attacking Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2,12.5,25.0,2
262,Marcelo Salas,Centre-Forward,26,Lazio,Serie A,Juventus,Serie A,2,12.5,25.0,1
263,Geovanni,Attacking Midfield,21,Cruzeiro, Brazil,FC Barcelona,LaLiga,2,10.5,21.0,2
264,Andrea Pirlo,Defensive Midfield,22,Inter,Serie A,AC Milan,Serie A,2,9.0,18.0,2
265,Sérgio Conceição,Right Winger,26,Parma,Serie A,Inter,Serie A,2,9.0,18.0,1
266,Robbie Keane,Centre-Forward,20,Inter,Serie A,Leeds,Premier League,2,9.0,18.0,1
267,Sergio,Central Midfield,24,Espanyol,LaLiga,Dep. La Coruña,LaLiga,2,8.95,17.9,2
268,Steve Marlet,Centre-Forward,27,Olympique Lyon,Ligue 1,Fulham,Premier League,2,8.8,17.6,1
269,Philippe Christanval,Centre-Back,22,Monaco,Ligue 1,FC Barcelona,LaLiga,2,8.5,17.0,3
270,Evanilson,Right-Back,25,Bor. Dortmund,1.Bundesliga,Parma,Serie A,2,8.5,17.0,3
271,Robbie Fowler,Centre-Forward,26,Liverpool,Premier League,Leeds,Premier League,2,8.4,16.8,1
272,Frank Lampard,Central Midfield,23,West Ham,Premier League,Chelsea,Premier League,2,8.0,16.0,2
273,Javi Moreno,Centre-Forward,26,Alavés,LaLiga,AC Milan,Serie A,2,8.0,16.0,1
274,Luca Toni,Centre-Forward,24,Vicenza,Serie B,Brescia,Serie A,2,7.75,15.5,1
275,Cristian Zenoni,Right-Back,24,AC Milan,Serie A,Juventus,Serie A,2,7.75,15.5,3
276,Darko Kovacevic,Centre-Forward,27,Juventus,Serie A,Lazio,Serie A,2,7.5,15.0,1
277,Michalis Konstantinou,Centre-Forward,23,Iraklis,Super League,Panathinaikos,Super League,2,7.5,15.0,1
278,Massimo Donati,Defensive Midfield,20,Atalanta,Serie A,AC Milan,Serie A,2,7.5,15.0,2
279,Laurent Robert,Left Winger,26,Paris SG,Ligue 1,Newcastle,Premier League,2,7.165,14.33,1
280,Ivan Pelizzoli,Goalkeeper,20,Atalanta,Serie A,AS Roma,Serie A,2,7.0,14.0,4
281,Giovanni van Bronckhorst,Left-Back,26,Rangers, Scotland,Arsenal,Premier League,2,6.75,13.5,3
282,Adriano,Centre-Forward,19,Flamengo, Brazil,Inter,Serie A,2,6.595,13.19,1
283,Mohamed Kallon,Centre-Forward,21,Vicenza,Serie B,Inter,Serie A,2,6.5,13.0,1
284,Goran Drulic,Centre-Forward,24,Red Star, Serbia,Real Zaragoza,LaLiga,2,6.5,13.0,1
285,Andy Cole,Centre-Forward,30,Man Utd,Premier League,Blackburn,Premier League,2,6.1,12.2,1
286,Dean Richards,Centre-Back,27,Southampton,Premier League,Spurs,Premier League,2,6.075,12.15,3
287,Simão,Left Winger,21,FC Barcelona,LaLiga,Benfica, Portugal,2,6.0,12.0,1
288,Éric Carrière,Attacking Midfield,28,FC Nantes,Ligue 1,Olympique Lyon,Ligue 1,2,6.0,12.0,2
289,Daniel Van Buyten,Centre-Back,23,Standard Liège,Jupiler Pro League,Marseille,Ligue 1,2,5.75,11.5,3
290,Seth Johnson,Central Midfield,22,Derby,Premier League,Leeds,Premier League,2,5.75,11.5,2
291,Emmanuel Petit,Defensive Midfield,30,FC Barcelona,LaLiga,Chelsea,Premier League,2,5.75,11.5,2
292,Juan Carlos Valerón,Attacking Midfield,26,Atlético Madrid,LaLiga2,Dep. La Coruña,LaLiga,2,5.5,11.0,2
293,Cristiano Zanetti,Defensive Midfield,24,AS Roma,Serie A,Inter,Serie A,2,5.5,11.0,2
294,Diego Forlán,Second Striker,22,Independiente, Argentina,Man Utd,Premier League,2,5.5,11.0,1
295,Mario Turdó,Centre-Forward,22,Celta de Vigo,LaLiga,Stade Rennais,Ligue 1,2,5.41,10.82,1
296,Salva Ballesta,Centre-Forward,26,Atlético Madrid,LaLiga2,Valencia CF,LaLiga,2,5.4,10.8,1
297,Corrado Grabbi,Centre-Forward,25,Ternana,Serie B,Blackburn,Premier League,2,5.35,10.7,1
298,Jan Koller,Centre-Forward,28,RSC Anderlecht,Jupiler Pro League,Bor. Dortmund,1.Bundesliga,2,5.25,10.5,1
299,Marco Materazzi,Centre-Back,27,Perugia,Serie A,Inter,Serie A,2,5.25,10.5,3
300,Edwin van der Sar,Goalkeeper,30,Juventus,Serie A,Fulham,Premier League,2,5.15,10.3,4
301,Martin Djetou,Centre-Back,26,Monaco,Ligue 1,Parma,Serie A,2,4.875,9.75,3
302,Gareth Southgate,Centre-Back,30,Aston Villa,Premier League,Middlesbrough,Premier League,2,4.875,9.75,3
303,Michael Ball,Left-Back,21,Everton,Premier League,Rangers, Scotland,2,4.875,9.75,3
304,Hugo Leal,Central Midfield,21,Atlético Madrid,LaLiga2,Paris SG,Ligue 1,2,4.75,9.5,2
305,William Gallas,Centre-Back,23,Marseille,Ligue 1,Chelsea,Premier League,2,4.65,9.3,3
306,Martin Laursen,Centre-Back,23,Hellas Verona,Serie A,Parma,Serie A,2,4.65,9.3,3
307,Craig Bellamy,Left Winger,21,Coventry City,First Division,Newcastle,Premier League,2,4.5,9.0,1
308,John Hartson,Centre-Forward,26,Coventry City,First Division,Celtic, Scotland,2,4.5,9.0,1
309,Fábio Rochemback,Central Midfield,19,Internacional, Brazil,FC Barcelona,LaLiga,2,4.5,9.0,2
310,Lucas Bernardi,Central Midfield,23,Marseille,Ligue 1,Monaco,Ligue 1,2,4.5,9.0,2
311,Richard Wright,Goalkeeper,23,Ipswich,Premier League,Arsenal,Premier League,2,4.5,9.0,4
312,Péguy Luyindula,Centre-Forward,22,R. Strasbourg,Ligue 2,Olympique Lyon,Ligue 1,2,4.4,8.8,1
313,Edú Gaspar,Central Midfield,23,Corinthians, Brazil,Arsenal,Premier League,2,4.375,8.75,2
314,Flavio Roma,Goalkeeper,27,Piacenza,Serie A,Monaco,Ligue 1,2,4.25,8.5,4
315,Jan Vennegoor of Hesselink,Centre-Forward,22,FC Twente,Eredivisie,PSV Eindhoven,Eredivisie,2,4.2,8.4,1
316,Tomás Repka,Centre-Back,27,Fiorentina,Serie A,West Ham,Premier League,2,4.125,8.25,3
317,Chris Kirkland,Goalkeeper,20,Coventry City,First Division,Liverpool,Premier League,2,4.1,8.2,4
318,Claudio Pizarro,Centre-Forward,22,Werder Bremen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2,4.1,8.2,1
319,Alex,Attacking Midfield,23,Cruzeiro, Brazil,Parma,Serie A,2,4.0,8.0,2
320,Darko Kovacevic,Centre-Forward,28,Lazio,Serie A,Real Sociedad,LaLiga,2,4.0,8.0,1
321,Boudewijn Zenden,Left Winger,24,FC Barcelona,LaLiga,Chelsea,Premier League,2,4.0,8.0,1
322,Patrik Andersson,Centre-Back,29,Bayern Munich ,1.Bundesliga,FC Barcelona,LaLiga,2,4.0,8.0,3
323,Bosko Balaban,Centre-Forward,22,Dinamo Zagreb, Croatia,Aston Villa,Premier League,2,3.9,7.8,1
324,Hugo Ibarra,Right-Back,27,Boca Juniors, Argentina,FC Porto, Portugal,2,3.9,7.8,3
325,Zlatan Ibrahimovic,Centre-Forward,19,Malmö FF, Sweden,AFC Ajax,Eredivisie,2,3.9,7.8,1
326,Jermaine Jenas,Central Midfield,18,Nottm Forest,First Division,Newcastle,Premier League,2,3.75,7.5,2
327,Fernando Meira,Centre-Back,23,Benfica, Portugal,VfB Stuttgart,1.Bundesliga,2,3.75,7.5,3
328,Jason Euell,Second Striker,24,MK Dons,First Division,Charlton,Premier League,2,3.75,7.5,1
329,Giuliano Giannichedda,Defensive Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2,3.75,7.5,2
330,Robert Kovac,Centre-Back,27,Bay. Leverkusen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2,3.75,7.5,3
331,Jon Macken,Centre-Forward,24,Preston NE,First Division,Man City,First Division,2,3.75,7.5,1
332,Frédéric Née,Centre-Forward,26,SC Bastia,Ligue 1,Olympique Lyon,Ligue 1,2,3.75,7.5,1
333,Don Hutchison,Attacking Midfield,30,Sunderland,Premier League,West Ham,Premier League,2,3.75,7.5,2
334,Lee Hughes,Centre-Forward,25,West Brom,First Division,Coventry City,First Division,2,3.75,7.5,1
335,Peter Crouch,Centre-Forward,21,Portsmouth,First Division,Aston Villa,Premier League,2,3.75,7.5,1
336,Jerzy Dudek,Goalkeeper,28,Feyenoord,Eredivisie,Liverpool,Premier League,2,3.7,7.4,4
337,Ewerthon,Centre-Forward,20,Corinthians, Brazil,Bor. Dortmund,1.Bundesliga,2,3.55,7.1,1
338,Marcelinho Paraíba,Attacking Midfield,26,Grêmio, Brazil,Hertha BSC,1.Bundesliga,2,3.5,7.0,2
339,Javier Chevantón,Centre-Forward,20,Danubio FC, Uruguay,Lecce,Serie A,2,3.5,7.0,1
340,Cosmin Contra,Right-Back,25,Alavés,LaLiga,AC Milan,Serie A,2,3.5,7.0,3
341,Camel Meriem,Attacking Midfield,22,FC Sochaux,Ligue 1,G. Bordeaux,Ligue 1,2,3.5,7.0,2
342,Jesper Blomqvist,Left Midfield,27,Man Utd,Premier League,Everton,Premier League,2,3.5,7.0,2
343,Nelson Vivas,Right-Back,31,Arsenal,Premier League,Inter,Serie A,2,3.5,7.0,3
344,Milan Baros,Centre-Forward,20,Banik Ostrava, Czech Republic,Liverpool,Premier League,2,3.5,7.0,1
345,Olof Mellberg,Centre-Back,23,Racing,LaLiga2,Aston Villa,Premier League,2,3.4,6.8,3
346,Szilard Nemeth,Second Striker,23,Inter Bratislava, Slovakia,Middlesbrough,Premier League,2,3.375,6.75,1
347,Tomasz Radzinski,Centre-Forward,27,RSC Anderlecht,Jupiler Pro League,Everton,Premier League,2,3.375,6.75,1
348,Claudio Reyna,Central Midfield,28,Rangers, Scotland,Sunderland,Premier League,2,3.35,6.7,2
349,Steed Malbranque,Central Midfield,21,Olympique Lyon,Ligue 1,Fulham,Premier League,2,3.3,6.6,2
350,Christian Ziege,Left Midfield,29,Liverpool,Premier League,Spurs,Premier League,2,3.25,6.5,2
351,Joan Capdevila,Left-Back,23,Atlético Madrid,LaLiga2,Dep. La Coruña,LaLiga,2,3.2,6.4,3
352,Matteo Sereni,Goalkeeper,26,Sampdoria,Serie B,Ipswich,Premier League,2,3.125,6.25,4
353,Bart Goor,Left Midfield,28,RSC Anderlecht,Jupiler Pro League,Hertha BSC,1.Bundesliga,2,3.125,6.25,2
354,John Arne Riise,Left-Back,20,Monaco,Ligue 1,Liverpool,Premier League,2,3.05,6.1,3
355,Alex,Attacking Midfield,24,Parma,Serie A,Cruzeiro, Brazil,2,3.0,6.0,2
356,Luke Young,Right-Back,21,Spurs,Premier League,Charlton,Premier League,2,3.0,6.0,3
357,Rory Delap,Central Midfield,25,Derby,Premier League,Southampton,Premier League,2,3.0,6.0,2
358,Goran Bunjevcevic,Centre-Back,28,Red Star, Serbia,Spurs,Premier League,2,3.0,6.0,3
359,Antonio Guayre,Right Winger,21,UD Las Palmas,LaLiga,Villarreal CF,LaLiga,2,3.0,6.0,1
360,Gonzalo Sorondo,Centre-Back,21,Defensor, Uruguay,Inter,Serie A,2,3.0,6.0,3
361,Zoltan Sebescen,Right-Back,25,VfL Wolfsburg,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2,3.0,6.0,3
362,Lamberto Zauli,Attacking Midfield,30,Vicenza,Serie B,Bologna,Serie A,2,3.0,6.0,2
363,Agustín Delgado,Centre-Forward,27,Necaxa, Mexico,Southampton,Premier League,2,2.875,5.75,1
364,Joey Gudjónsson,Central Midfield,21,RKC Waalwijk,Eredivisie,Real Betis,LaLiga,2,2.815,5.63,2
365,Bernardo Romeo,Centre-Forward,24,San Lorenzo, Argentina,Hamburger SV,1.Bundesliga,2,2.81,5.62,1
366,Paulo Wanchope,Centre-Forward,24,West Ham,Premier League,Man City,First Division,2,2.8,5.6,1
367,Didier Domi,Left-Back,23,Newcastle,Premier League,Paris SG,Ligue 1,2,2.79,5.58,3
368,Niko Kovac,Defensive Midfield,29,Hamburger SV,1.Bundesliga,Bayern Munich ,1.Bundesliga,2,2.75,5.5,2
369,Shinji Ono,Attacking Midfield,21,Urawa Reds,J1 - 2nd Stage,Feyenoord,Eredivisie,2,2.75,5.5,2
370,Marius Niculae,Centre-Forward,20,Dinamo Bukarest, Romania,Sporting CP, Portugal,2,2.65,5.3,1
371,Sylvain Legwinski,Left Midfield,28,G. Bordeaux,Ligue 1,Fulham,Premier League,2,2.625,5.25,2
372,Jon Harley,Left-Back,21,Chelsea,Premier League,Fulham,Premier League,2,2.625,5.25,3
373,Nicolás Medina,Defensive Midfield,19,Argentinos, Argentina,Sunderland,Premier League,2,2.625,5.25,2
374,Ronaldinho,Attacking Midfield,21,Grêmio, Brazil,Paris SG,Ligue 1,2,2.55,5.1,2
375,Victor Agali,Centre-Forward,22,Hansa Rostock,1.Bundesliga,FC Schalke 04,1.Bundesliga,2,2.55,5.1,1
376,Nihat Kahveci,Centre-Forward,22,Besiktas,Süper Lig,Real Sociedad,LaLiga,2,2.5,5.0,1
377,César,Left Midfield,26,São Caetano, Brazil,Lazio,Serie A,2,2.5,5.0,2
378,Christian Panucci,Right-Back,28,Inter,Serie A,AS Roma,Serie A,2,2.5,5.0,3
379,Ezequiel González,Attacking Midfield,20,CA Rosario, Argentina,Fiorentina,Serie A,2,2.5,5.0,2
380,Mantorras,Centre-Forward,19,Alverca, Portugal,Benfica, Portugal,2,2.5,5.0,1
381,Eduardo Costa,Defensive Midfield,18,Grêmio, Brazil,G. Bordeaux,Ligue 1,2,2.5,5.0,2
382,Ümit Davala,Right Midfield,28,Galatasaray,Süper Lig,AC Milan,Serie A,2,2.5,5.0,2
383,Sander Westerveld,Goalkeeper,27,Liverpool,Premier League,Real Sociedad,LaLiga,2,2.5,5.0,4
384,Lilian Laslandes,Centre-Forward,29,G. Bordeaux,Ligue 1,Sunderland,Premier League,2,2.5,5.0,1
385,João Tomás,Centre-Forward,26,Benfica, Portugal,Real Betis,LaLiga,2,2.5,5.0,1
386,Delfim,Central Midfield,24,Sporting CP, Portugal,Marseille,Ligue 1,2,2.5,5.0,2
387,Jörg Albertz,Left Midfield,30,Rangers, Scotland,Hamburger SV,1.Bundesliga,2,2.5,5.0,2
388,David James,Goalkeeper,30,Aston Villa,Premier League,West Ham,Premier League,2,2.4,4.8,4
389,Aníbal Matellán,Centre-Back,24,Boca Juniors, Argentina,FC Schalke 04,1.Bundesliga,2,2.4,4.8,3
390,Jérôme Rothen,Left Midfield,23,Troyes,Ligue 1,Monaco,Ligue 1,2,2.25,4.5,2
391,Shota Arveladze,Centre-Forward,28,AFC Ajax,Eredivisie,Rangers, Scotland,2,2.25,4.5,1
392,Marcus Bent,Centre-Forward,23,Blackburn,Premier League,Ipswich,Premier League,2,2.25,4.5,1
393,Jardel,Centre-Forward,27,Galatasaray,Süper Lig,Sporting CP, Portugal,2,2.25,4.5,1
394,Patrick M'Boma,Centre-Forward,31,Parma,Serie A,Sunderland,Premier League,2,2.25,4.5,1
395,Matthew Jones,Central Midfield,20,Leeds,Premier League,Leicester,Premier League,2,2.25,4.5,2
396,James Scowcroft,Centre-Forward,25,Ipswich,Premier League,Leicester,Premier League,2,2.25,4.5,1
397,Kenny Miller,Centre-Forward,22,Rangers, Scotland,Wolves,First Division,2,2.25,4.5,1
398,Jacek Bak,Centre-Back,28,Olympique Lyon,Ligue 1,Lens,Ligue 1,2,2.15,4.3,3
399,Mido,Centre-Forward,18,KAA Gent,Jupiler Pro League,AFC Ajax,Eredivisie,2,2.1,4.2,1
400,Pablo Contreras,Centre-Back,22,Monaco,Ligue 1,Celta de Vigo,LaLiga,2,2.1,4.2,3
401,Finidi George,Right Winger,30,RCD Mallorca,LaLiga,Ipswich,Premier League,2,2.1,4.2,1
402,François Grenet,Right-Back,26,G. Bordeaux,Ligue 1,Derby,Premier League,2,2.095,4.19,3
403,Lincoln,Attacking Midfield,22,Atlético-MG, Brazil,1.FC K'lautern,1.Bundesliga,2,2.0,4.0,2
404,Brahim Hemdani,Defensive Midfield,23,R. Strasbourg,Ligue 2,Marseille,Ligue 1,2,2.0,4.0,2
405,Mustapha Hadji,Attacking Midfield,29,Coventry City,First Division,Aston Villa,Premier League,2,2.0,4.0,2
406,Alberto Gilardino,Centre-Forward,19,Piacenza,Serie A,Hellas Verona,Serie A,2,1.935,3.87,1
407,Mario Yepes,Centre-Back,25,River Plate, Argentina,FC Nantes,Ligue 1,2,1.9,3.8,3
408,Sylvinho,Left-Back,27,Arsenal,Premier League,Celta de Vigo,LaLiga,2,1.9,3.8,3
409,John de Jong,Attacking Midfield,24,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,2,1.9,3.8,2
410,Toifilou Maoulida,Centre-Forward,22,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2,1.9,3.8,1
411,Tobias Linderoth,Defensive Midfield,22,Stabaek IF,Eliteserien,Everton,Premier League,2,1.875,3.75,2
412,Ilhan Mansiz,Centre-Forward,26,Samsunspor,Süper Lig,Besiktas,Süper Lig,2,1.875,3.75,1
413,Ian Walker,Goalkeeper,29,Spurs,Premier League,Leicester,Premier League,2,1.875,3.75,4
414,Gabriel Heinze,Centre-Back,23,Real Valladolid,LaLiga,Paris SG,Ligue 1,2,1.75,3.5,3
415,Maxwell,Left-Back,19,Cruzeiro, Brazil,AFC Ajax,Eredivisie,2,1.75,3.5,3
416,Vitali Kutuzov,Centre-Forward,21,BATE Borisov,Vysheyshaya Liga,AC Milan,Serie A,2,1.75,3.5,1
417,Yksel Osmanovski,Left Midfield,24,Bari,Serie B,Torino,Serie A,2,1.75,3.5,2
418,Jorge Bermúdez,Centre-Back,30,Boca Juniors, Argentina,Olympiacos,Super League,2,1.75,3.5,3
419,Gustavo Poyet,Attacking Midfield,33,Chelsea,Premier League,Spurs,Premier League,2,1.7,3.4,2
420,Abdeslam Ouaddou,Centre-Back,22,AS Nancy,Ligue 2,Fulham,Premier League,2,1.65,3.3,3
421,Stelios Venetidis,Left-Back,24,PAOK Saloniki,Super League,Olympiacos,Super League,2,1.65,3.3,3
422,Jihai Sun,Centre-Back,24,DL Shide, China,Man City,First Division,2,1.63,3.26,3
423,Martin Petrov,Left Winger,22,Servette FC,1.Liga gr. 1,VfL Wolfsburg,1.Bundesliga,2,1.625,3.25,1
424,Yildiray Bastürk,Attacking Midfield,22,VfL Bochum,2.Bundesliga,Bay. Leverkusen,1.Bundesliga,2,1.625,3.25,2
425,Sebastian Kehl,Defensive Midfield,21,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2,1.6,3.2,2
426,Olivier Monterrubio,Left Midfield,24,FC Nantes,Ligue 1,Stade Rennais,Ligue 1,2,1.5,3.0,2
427,Diego Klimowicz,Centre-Forward,27,Lanús, Argentina,VfL Wolfsburg,1.Bundesliga,2,1.5,3.0,1
428,Christian Giménez,Centre-Forward,26,FC Lugano,Super League,FC Basel,Super League,2,1.5,3.0,1
429,Ahmed Hassan,Attacking Midfield,26,Denizlispor,Süper Lig,Genclerbirligi,Süper Lig,2,1.5,3.0,2
430,Olivier Sorlin,Defensive Midfield,22,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2,1.5,3.0,2
431,Rolan Gusev,Right Midfield,24,Dinamo Moscow,Premier Liga,CSKA Moscow,Premier Liga,2,1.5,3.0,2
432,Nils-Eric Johansson,Left-Back,21,1.FC Nuremberg,1.Bundesliga,Blackburn,Premier League,2,1.5,3.0,3
433,Mark Kennedy,Left-Back,25,Man City,First Division,Wolves,First Division,2,1.5,3.0,3
434,Christian Nerlinger,Defensive Midfield,28,Bor. Dortmund,1.Bundesliga,Rangers, Scotland,2,1.5,3.0,2
435,Hakan Ünsal,Left-Back,28,Galatasaray,Süper Lig,Blackburn,Premier League,2,1.5,3.0,3
436,Christian Karembeu,Defensive Midfield,30,Middlesbrough,Premier League,Olympiacos,Super League,2,1.5,3.0,2
437,Alberto Fontana,Goalkeeper,34,SSC Napoli,Serie B,Inter,Serie A,2,1.5,3.0,4
438,Jason McAteer,Right Midfield,30,Blackburn,Premier League,Sunderland,Premier League,2,1.5,3.0,2
439,Marco Reich,Left Midfield,23,1.FC K'lautern,1.Bundesliga,1. FC Köln,1.Bundesliga,2,1.5,3.0,2
440,Roy Carroll,Goalkeeper,23,Wigan, England,Man Utd,Premier League,2,1.5,3.0,4
441,Jonathan Greening,Central Midfield,22,Man Utd,Premier League,Middlesbrough,Premier League,2,1.5,3.0,2
442,Zizi Roberts,Centre-Forward,22,Panionios,Super League,Olympiacos,Super League,2,1.45,2.9,1
443,Miroslav Karhan,Central Midfield,25,Besiktas,Süper Lig,VfL Wolfsburg,1.Bundesliga,2,1.375,2.75,2
444,Francisco Rojas,Right-Back,26,Colo Colo, Chile,Sturm Graz,Bundesliga,2,1.33,2.66,3
445,Colin Cameron,Central Midfield,28,Heart of Midl., Scotland,Wolves,First Division,2,1.325,2.65,2
446,Brett Ormerod,Centre-Forward,25,Blackpool, England,Southampton,Premier League,2,1.325,2.65,1
447,Tiago,Central Midfield,20,Braga, Portugal,Benfica, Portugal,2,1.25,2.5,2
448,Ümit Karan,Centre-Forward,24,Genclerbirligi,Süper Lig,Galatasaray,Süper Lig,2,1.25,2.5,1
449,Ali Karimi,Attacking Midfield,22,Persepolis, Iran,Al-Ahli (UAE), United Arab Emirates,2,1.25,2.5,2
450,Daniel Andersson,Centre-Back,23,Bari,Serie B,Venezia,Serie A,2,1.25,2.5,3
451,Fatih Akyel,Right-Back,23,Galatasaray,Süper Lig,RCD Mallorca,LaLiga,2,1.25,2.5,3
452,Pierre van Hooijdonk,Centre-Forward,31,Benfica, Portugal,Feyenoord,Eredivisie,2,1.25,2.5,1
453,Vladimir Janocko,Attacking Midfield,24,AO Xanthi,Super League,Austria Vienna,Bundesliga,2,1.25,2.5,2
454,Luigi Sala,Centre-Back,27,AC Milan,Serie A,Atalanta,Serie A,2,1.25,2.5,3
455,Pascal Nouma,Centre-Forward,29,Besiktas,Süper Lig,Marseille,Ligue 1,2,1.25,2.5,1
456,Jurgen Cavens,Centre-Forward,22,Lierse SK,Jupiler Pro League,Standard Liège,Jupiler Pro League,2,1.25,2.5,1
457,Peter Thorne,Centre-Forward,28,Stoke City, England,Cardiff, Wales,2,1.25,2.5,1
458,Daniel Rossi,Defensive Midfield,20,São Paulo, Brazil,Kawasaki Front.,J2 League,2,1.25,2.5,2
459,Dennis Wise,Defensive Midfield,34,Chelsea,Premier League,Leicester,Premier League,2,1.2,2.4,2
460,Luís Boa Morte,Left Midfield,23,Southampton,Premier League,Fulham,Premier League,2,1.15,2.3,2
461,Mark Wilson,Central Midfield,22,Man Utd,Premier League,Middlesbrough,Premier League,2,1.15,2.3,2
462,Joonas Kolkka,Right Winger,26,PSV Eindhoven,Eredivisie,Panathinaikos,Super League,2,1.15,2.3,1
463,Bruno Basto,Left-Back,23,Benfica, Portugal,G. Bordeaux,Ligue 1,2,1.14,2.28,3
464,Mehdi Mahdavikia,Right Midfield,23,Persepolis, Iran,Hamburger SV,1.Bundesliga,2,1.125,2.25,2
465,Mate Bilic,Centre-Forward,20,Hajduk Split, Croatia,Real Zaragoza,LaLiga,2,1.125,2.25,1
466,Lucién Mettomo,Centre-Back,24,Saint-Étienne,Ligue 2,Man City,First Division,2,1.125,2.25,3
467,Markus Weissenberger,Attacking Midfield,26,Arm. Bielefeld,2.Bundesliga,1860 Munich,1.Bundesliga,2,1.125,2.25,2
468,Nathan Blake,Centre-Forward,29,Blackburn,Premier League,Wolves,First Division,2,1.125,2.25,1
469,Thomas Hengen,Sweeper,26,VfL Wolfsburg,1.Bundesliga,1.FC K'lautern,1.Bundesliga,2,1.125,2.25,2
470,Edwin Zoetebier,Goalkeeper,31,Vitesse,Eredivisie,Feyenoord,Eredivisie,2,1.125,2.25,4
471,Christian Negouai,Defensive Midfield,23,RSC Charleroi,Jupiler Pro League,Man City,First Division,2,1.125,2.25,2
472,Denis Lapaczinski,Defensive Midfield,19,SSV Reutlingen,2.Bundesliga,Hertha BSC,1.Bundesliga,2,1.125,2.25,2
473,Mark Draper,Attacking Midfield,30,Aston Villa,Premier League,Southampton,Premier League,2,1.125,2.25,2
474,Peter Crouch,Centre-Forward,20,QPR, England,Portsmouth,First Division,2,1.125,2.25,1
475,Danny Dichio,Centre-Forward,26,Sunderland,Premier League,West Brom,First Division,2,1.12,2.24,1
476,Joachim Björklund,Centre-Back,30,Venezia,Serie A,Sunderland,Premier League,2,1.115,2.23,3
477,Fredrik Berglund,Centre-Forward,22,Elfsborg, Sweden,Roda JC,Eredivisie,2,1.1,2.2,1
478,Pieter Collen,Centre-Back,21,NEC Nijmegen,Eredivisie,Feyenoord,Eredivisie,2,1.1,2.2,3
479,Yann Lachuer,Attacking Midfield,28,SC Bastia,Ligue 1,AJ Auxerre,Ligue 1,2,1.0,2.0,2
480,Nenad Jestrovic,Centre-Forward,25,Exc. Mouscron,Jupiler Pro League,RSC Anderlecht,Jupiler Pro League,2,1.0,2.0,1
481,Mbo Mpenza,Centre-Forward,25,Galatasaray,Süper Lig,Exc. Mouscron,Jupiler Pro League,2,1.0,2.0,1
482,Andrés Fleurquín,Defensive Midfield,26,Sturm Graz,Bundesliga,Galatasaray,Süper Lig,2,1.0,2.0,2
483,Johan Walem,Left Midfield,29,Udinese Calcio,Serie A,Standard Liège,Jupiler Pro League,2,1.0,2.0,2
484,Yobanny Rivero,Right Midfield,20,Trujillanos, Venezuela,Caracas FC, Venezuela,2,1.0,2.0,2
